Dataset,Model,Seed,AUC,Acc,F1
HIGGS,PAU-fixed,51,0.8277136871744223,0.74516,0.7618273238752126
FOREST_COVER,PAU-fixed,42,0.9417096739743732,0.86385,0.8630901503343557
FOREST_COVER,PAU-fixed,43,0.9421033983420832,0.8685,0.8687624750499002
FOREST_COVER,PAU-fixed,44,0.9462180152579942,0.8714,0.8710906174819567
FOREST_COVER,PAU-fixed,45,0.9451726308552811,0.8688,0.8712084028663983
FOREST_COVER,PAU-fixed,46,0.9409002065024924,0.86255,0.8653441097232427
FOREST_COVER,PAU-fixed,47,0.9429821309750719,0.86835,0.8668251479439584
FOREST_COVER,PAU-fixed,48,0.9400092940633895,0.86505,0.8649757366551604
FOREST_COVER,PAU-fixed,49,0.9394401450112276,0.86045,0.8632600068590466
FOREST_COVER,PAU-fixed,50,0.9463280197948716,0.87375,0.873554008713506
FOREST_COVER,PAU-fixed,51,0.9407007514710944,0.86335,0.864481578816879
SPAMBASE,PAU-fixed,42,0.9820947414167752,0.9435396308360477,0.9328165374677002
SPAMBASE,PAU-fixed,43,0.9712989759030275,0.9196525515743756,0.9026315789473685
SPAMBASE,PAU-fixed,44,0.9825285738359816,0.9381107491856677,0.9202797202797203
SPAMBASE,PAU-fixed,45,0.9781327772258237,0.9391965255157437,0.9239130434782609
SPAMBASE,PAU-fixed,46,0.9810366371769881,0.9522258414766558,0.9376770538243626
SPAMBASE,PAU-fixed,47,0.9797278263994794,0.9229098805646037,0.9069462647444299
SPAMBASE,PAU-fixed,48,0.9728517767187241,0.9229098805646037,0.9074315514993481
SPAMBASE,PAU-fixed,49,0.9736891156128906,0.9250814332247557,0.9078771695594126
SPAMBASE,PAU-fixed,50,0.9871327233888195,0.9435396308360477,0.9244186046511628
SPAMBASE,PAU-fixed,51,0.9803451178451179,0.9381107491856677,0.919605077574048
MINIBOONE,PAU-fixed,42,0.9773059923025266,0.9291,0.8737085856786605
MINIBOONE,PAU-fixed,43,0.9733561669973225,0.923,0.8621553884711779
MINIBOONE,PAU-fixed,44,0.9764296595998261,0.92855,0.8697949886104783
MINIBOONE,PAU-fixed,45,0.9779410921813275,0.92955,0.8739601037659898
MINIBOONE,PAU-fixed,46,0.9787421579502896,0.9287,0.8734469293574725
MINIBOONE,PAU-fixed,47,0.9736784775384416,0.9254,0.868569415081043
MINIBOONE,PAU-fixed,48,0.9767447640708864,0.92795,0.8723762288548401
MINIBOONE,PAU-fixed,49,0.9791615347720085,0.9332,0.8779908675799086
MINIBOONE,PAU-fixed,50,0.9791226647347163,0.9329,0.8812179146751637
MINIBOONE,PAU-fixed,51,0.9761985223807317,0.92435,0.8652835900632179
MAGIC_TELESCOPE,PAU-fixed,42,0.9284701050135502,0.8717139852786541,0.9051321928460342
MAGIC_TELESCOPE,PAU-fixed,43,0.9297524806749901,0.8722397476340694,0.9049295774647887
MAGIC_TELESCOPE,PAU-fixed,44,0.9319834105151307,0.8714511041009464,0.9038348082595871
MAGIC_TELESCOPE,PAU-fixed,45,0.9257429271498854,0.8656677181913774,0.9003315779208114
MAGIC_TELESCOPE,PAU-fixed,46,0.9377800579154981,0.887223974763407,0.9163905671409082
MAGIC_TELESCOPE,PAU-fixed,47,0.9331219149245062,0.8746056782334385,0.9072886297376094
MAGIC_TELESCOPE,PAU-fixed,48,0.9280708744604427,0.8714511041009464,0.9046597777344512
MAGIC_TELESCOPE,PAU-fixed,49,0.9289968177578637,0.8725026288117771,0.9069633608286974
MAGIC_TELESCOPE,PAU-fixed,50,0.9276396606307729,0.8690851735015773,0.9036004645760743
MAGIC_TELESCOPE,PAU-fixed,51,0.9283848383366896,0.8719768664563617,0.9056018608257415
PHONEME,PAU-fixed,42,0.9187794284955032,0.8501387604070305,0.746875
PHONEME,PAU-fixed,43,0.8916788809174832,0.820536540240518,0.6870967741935484
PHONEME,PAU-fixed,44,0.9018774089270173,0.8297872340425532,0.7133956386292835
PHONEME,PAU-fixed,45,0.9038583013230901,0.8408880666049954,0.7278481012658228
PHONEME,PAU-fixed,46,0.9044613114062829,0.8307123034227567,0.7034035656401945
PHONEME,PAU-fixed,47,0.9081508976592683,0.8279370952821462,0.7056962025316456
PHONEME,PAU-fixed,48,0.9108638362542844,0.8408880666049954,0.7440476190476191
PHONEME,PAU-fixed,49,0.908344003414426,0.8399629972247918,0.7240829346092504
PHONEME,PAU-fixed,50,0.9063146181250467,0.8233117483811286,0.7144992526158446
PHONEME,PAU-fixed,51,0.9231063631522897,0.8482886216466234,0.7429467084639498
EEG_EYE_STATE,PAU-fixed,42,0.8551329004677453,0.7643524699599465,0.7227022780832679
EEG_EYE_STATE,PAU-fixed,43,0.8333698356045858,0.7526702269692924,0.7133462282398453
EEG_EYE_STATE,PAU-fixed,44,0.8732779212656168,0.7873831775700935,0.751269035532995
EEG_EYE_STATE,PAU-fixed,45,0.8389727652964316,0.7540053404539386,0.7170825335892514
EEG_EYE_STATE,PAU-fixed,46,0.9305077708578802,0.8417890520694259,0.8151326053042122
EEG_EYE_STATE,PAU-fixed,47,0.8767503712704199,0.7947263017356475,0.7615354788677782
EEG_EYE_STATE,PAU-fixed,48,0.9288277629892537,0.8467957276368492,0.8282828282828283
EEG_EYE_STATE,PAU-fixed,49,0.8411522667260293,0.7566755674232309,0.709908475925189
EEG_EYE_STATE,PAU-fixed,50,0.8879003983704665,0.8097463284379173,0.7755905511811023
EEG_EYE_STATE,PAU-fixed,51,0.8935219200462141,0.8100801068090788,0.7757193535672053
WILT,PAU-fixed,42,0.9943549939059594,0.9803719008264463,0.7764705882352941
WILT,PAU-fixed,43,0.996686422413793,0.9865702479338843,0.8059701492537313
WILT,PAU-fixed,44,0.9959465579710145,0.9896694214876033,0.8888888888888888
WILT,PAU-fixed,45,0.9963541666666667,0.9803719008264463,0.759493670886076
WILT,PAU-fixed,46,0.9898661944116489,0.9679752066115702,0.4745762711864407
WILT,PAU-fixed,47,0.9923067253299811,0.9834710743801653,0.7777777777777778
WILT,PAU-fixed,48,0.9956983028177924,0.9731404958677686,0.74
WILT,PAU-fixed,49,0.9968080475891087,0.9783057851239669,0.8205128205128205
WILT,PAU-fixed,50,0.994291483113069,0.9648760330578512,0.6222222222222222
WILT,PAU-fixed,51,0.9854625112018321,0.9793388429752066,0.8
HIGGS,NAS-AF,42,0.81977257995799,0.73855,0.7544955162214189
HIGGS,NAS-AF,43,0.8200505035020171,0.73996,0.7589052272432272
HIGGS,NAS-AF,44,0.820080192525384,0.7384,0.7545874141618822
HIGGS,NAS-AF,45,0.8206900625544284,0.73968,0.7512279964067965
HIGGS,NAS-AF,46,0.8220806089335331,0.74192,0.75718801746199
HIGGS,NAS-AF,47,0.8215181719000977,0.74073,0.7571491462238084
HIGGS,NAS-AF,48,0.8210236965848655,0.74036,0.7580106995731355
HIGGS,NAS-AF,49,0.8197780426240041,0.73968,0.756259246081534
HIGGS,NAS-AF,50,0.8203098210796054,0.74001,0.7575240386857297
HIGGS,NAS-AF,51,0.8197321386122307,0.74007,0.7600328658868711
FOREST_COVER,NAS-AF,42,0.927540143378329,0.8479,0.8449383219492304
FOREST_COVER,NAS-AF,43,0.9274358088360433,0.84865,0.8483998597686182
FOREST_COVER,NAS-AF,44,0.9316664911001171,0.85165,0.8536332692023088
FOREST_COVER,NAS-AF,45,0.9281193804398723,0.8491,0.8510953226761397
FOREST_COVER,NAS-AF,46,0.9255387536771285,0.84565,0.8482077002507744
FOREST_COVER,NAS-AF,47,0.9283247022183955,0.849,0.8483935742971888
FOREST_COVER,NAS-AF,48,0.9282538706621434,0.8455,0.8447548231511254
FOREST_COVER,NAS-AF,49,0.9254113311369231,0.84465,0.8471491120184975
FOREST_COVER,NAS-AF,50,0.9296324885256637,0.8515,0.8527224040464148
FOREST_COVER,NAS-AF,51,0.9305238196834819,0.85015,0.8519926909970863
SPAMBASE,NAS-AF,42,0.98431599787532,0.9457111834961998,0.9347258485639687
SPAMBASE,NAS-AF,43,0.9765607491206018,0.9239956568946797,0.9064171122994652
SPAMBASE,NAS-AF,44,0.9788062926872788,0.9381107491856677,0.9193776520509194
SPAMBASE,NAS-AF,45,0.97950009344967,0.9348534201954397,0.9180327868852459
SPAMBASE,NAS-AF,46,0.9843504773329335,0.9554831704668838,0.9415121255349501
SPAMBASE,NAS-AF,47,0.9795529825447551,0.9250814332247557,0.9083665338645418
SPAMBASE,NAS-AF,48,0.9717452706572064,0.9239956568946797,0.9083769633507853
SPAMBASE,NAS-AF,49,0.9748221906116643,0.9391965255157437,0.9237057220708447
SPAMBASE,NAS-AF,50,0.9862913627020273,0.9489685124864278,0.9315866084425036
SPAMBASE,NAS-AF,51,0.9828852247969896,0.9391965255157437,0.9209039548022598
MINIBOONE,NAS-AF,42,0.9687166668549125,0.9156,0.8508306822198657
MINIBOONE,NAS-AF,43,0.9592630445770651,0.89965,0.817760828112231
MINIBOONE,NAS-AF,44,0.9651354051003136,0.90875,0.8308148697506258
MINIBOONE,NAS-AF,45,0.9713204491683769,0.9161,0.8517929694400282
MINIBOONE,NAS-AF,46,0.9616562112969967,0.90175,0.8252245841857155
MINIBOONE,NAS-AF,47,0.9728245128155361,0.9231,0.8611412062116287
MINIBOONE,NAS-AF,48,0.9663923811493015,0.9102,0.8432536219235469
MINIBOONE,NAS-AF,49,0.9696144257012022,0.91655,0.8480655439235321
MINIBOONE,NAS-AF,50,0.9714384815234717,0.9188,0.8558238636363636
MINIBOONE,NAS-AF,51,0.9722459866723898,0.9186,0.855622561191912
MAGIC_TELESCOPE,NAS-AF,42,0.9258707776809911,0.8714511041009464,0.9055437512072629
MAGIC_TELESCOPE,NAS-AF,43,0.9264641877188002,0.8680336487907466,0.9021060842433697
MAGIC_TELESCOPE,NAS-AF,44,0.9296476599961496,0.8703995793901157,0.9035413813343768
MAGIC_TELESCOPE,NAS-AF,45,0.9231818280671571,0.8625131440588854,0.8988198877926098
MAGIC_TELESCOPE,NAS-AF,46,0.9348280396135926,0.8803890641430073,0.9119070667957405
MAGIC_TELESCOPE,NAS-AF,47,0.933157907471932,0.8748685594111462,0.9080726149092314
MAGIC_TELESCOPE,NAS-AF,48,0.9238259530924567,0.8667192429022083,0.9016107122064817
MAGIC_TELESCOPE,NAS-AF,49,0.9255946920631408,0.869348054679285,0.9052430886558627
MAGIC_TELESCOPE,NAS-AF,50,0.924087448405168,0.8669821240799159,0.9029535864978903
MAGIC_TELESCOPE,NAS-AF,51,0.9279553650553168,0.869348054679285,0.9033637954501264
PHONEME,NAS-AF,42,0.8938373512485571,0.8140610545790934,0.6940639269406392
PHONEME,NAS-AF,43,0.8608689689458029,0.7872340425531915,0.6504559270516718
PHONEME,NAS-AF,44,0.8797090637821707,0.7992599444958371,0.6726998491704375
PHONEME,NAS-AF,45,0.8709816474605208,0.7872340425531915,0.6536144578313253
PHONEME,NAS-AF,46,0.8870546067889522,0.8066604995374653,0.6809160305343511
PHONEME,NAS-AF,47,0.8805772289978031,0.7964847363552267,0.6573208722741433
PHONEME,NAS-AF,48,0.8836335122550604,0.81313598519889,0.708092485549133
PHONEME,NAS-AF,49,0.8841314553990609,0.7964847363552267,0.6604938271604939
PHONEME,NAS-AF,50,0.8862388825683656,0.7890841813135985,0.6779661016949152
PHONEME,NAS-AF,51,0.9060919195953141,0.8177613320999075,0.704647676161919
EEG_EYE_STATE,NAS-AF,42,0.8078653644925007,0.7139519359145527,0.6304441569642087
EEG_EYE_STATE,NAS-AF,43,0.8056844401182492,0.7259679572763685,0.6858017604286261
EEG_EYE_STATE,NAS-AF,44,0.8350057604825505,0.7523364485981309,0.70414673046252
EEG_EYE_STATE,NAS-AF,45,0.7883203704337767,0.7039385847797063,0.611816192560175
EEG_EYE_STATE,NAS-AF,46,0.8881714638388598,0.8070761014686249,0.775968992248062
EEG_EYE_STATE,NAS-AF,47,0.6077080239413168,0.578437917222964,0.5560632688927943
EEG_EYE_STATE,NAS-AF,48,0.8810007797585437,0.7937249666221629,0.7694029850746269
EEG_EYE_STATE,NAS-AF,49,0.7905837075164197,0.7139519359145527,0.657062825130052
EEG_EYE_STATE,NAS-AF,50,0.8610876775542576,0.7853805073431241,0.7598057527082555
EEG_EYE_STATE,NAS-AF,51,0.8631091534358104,0.7767022696929239,0.7530454042081949
WILT,NAS-AF,42,0.9934783073534758,0.9772727272727273,0.7380952380952381
WILT,NAS-AF,43,0.9970366379310345,0.9886363636363636,0.8405797101449275
WILT,NAS-AF,44,0.9955163043478261,0.984504132231405,0.845360824742268
WILT,NAS-AF,45,0.9940670289855073,0.9803719008264463,0.7816091954022989
WILT,NAS-AF,46,0.994465761511216,0.9793388429752066,0.7222222222222222
WILT,NAS-AF,47,0.9920553111250786,0.987603305785124,0.8571428571428571
WILT,NAS-AF,48,0.9943427259746598,0.9803719008264463,0.819047619047619
WILT,NAS-AF,49,0.9944060227950542,0.9783057851239669,0.832
WILT,NAS-AF,50,0.9941262848751836,0.9752066115702479,0.7777777777777778
WILT,NAS-AF,51,0.9888678681668824,0.9772727272727273,0.78
