Dataset,Model,Experiment,AUC_mean,AUC_std,Acc_mean,Acc_std,F1_mean,F1_std,Params,Source
FOREST_COVER,PAU,Main,0.554629408982706,0.0546294060416208,0.51539,0.0028506841284154,0.0071784843745988,0.0045473682236862,5845,main_run
FOREST_COVER,Hybrid (Specialist),Main,0.9274079998558924,0.0021027424699868,0.8493,0.0033074159097397,0.8495102715375248,0.0033785320873346,5825,main_run
FOREST_COVER,Unbounded Hybrid,Main,0.925091587647293,0.0014918704360086,0.84636,0.0028097864687552,0.8468304069826859,0.0030669329059232,5827,main_run
FOREST_COVER,Hybrid (Constrained),Main,0.92711798119748,0.0022399512303603,0.8487450000000001,0.0025596337628653,0.8487893613366296,0.0026193714889454,5825,main_run
SPAMBASE,Heavy (ReLU),Main,0.9835127399818864,0.0033796801566316,0.9402823018458196,0.0073480670209288,0.925047893563602,0.0075152344896671,32401,main_run
SPAMBASE,ReLU,Main,0.9818696898466618,0.0043963514477781,0.9381107491856678,0.0097840437142834,0.9223002936127154,0.0104410742543538,6017,main_run
SPAMBASE,GELU,Main,0.9810909214003594,0.0041662786524035,0.937785016286645,0.0101396628119044,0.9217068641192911,0.0113433083847647,6017,main_run
SPAMBASE,SiLU,Main,0.979610115017062,0.0043792596688432,0.9371335504885993,0.0100509113206668,0.9208281944201842,0.0111534962617387,6017,main_run
SPAMBASE,PReLU,Main,0.9800238190027843,0.004781764986631,0.9371335504885996,0.0101559271760891,0.9208966518596092,0.0108873230446441,6019,main_run
SPAMBASE,Mish,Main,0.9802457943171524,0.0042201638173423,0.9383279044516828,0.0102062975027144,0.922374045551594,0.0112445009614963,6017,main_run
SPAMBASE,Tanh,Main,0.97828794484865,0.0038940145611614,0.9332247557003256,0.0096046721025809,0.9164881943051416,0.0099973810825399,6017,main_run
SPAMBASE,Sigmoid,Main,0.9669257473545892,0.0064538319593035,0.914332247557003,0.0116076548540165,0.888129172367256,0.0137016895671451,6017,main_run
SPAMBASE,PAU,Main,0.7759603225328837,0.0894883329707103,0.6263843648208469,0.1281082180751516,0.651791387062623,0.0912259522900998,6037,main_run
SPAMBASE,Hybrid (Specialist),Main,0.9823179148309478,0.0032588331401449,0.9376764386536371,0.0081425985925093,0.9218383452274992,0.0088215399207562,6017,main_run
SPAMBASE,Unbounded Hybrid,Main,0.980701992200947,0.0037548225617754,0.9378935939196524,0.0086153461128674,0.9218641675960236,0.0090168358444907,6019,main_run
MINIBOONE,Heavy (ReLU),Main,0.973702183583706,0.0046739828127614,0.923255,0.0083811827924225,0.8637908299865524,0.014893817844386,31001,main_run
MINIBOONE,ReLU,Main,0.9740225869145688,0.0075444745710528,0.924175,0.0125630460080348,0.8647910066952094,0.0221099893751756,5569,main_run
MINIBOONE,GELU,Main,0.9669264669374156,0.0036280860727181,0.911665,0.0059080051624892,0.8424171206269955,0.011504104973152,5569,main_run
MINIBOONE,SiLU,Main,0.964913709517293,0.0048664758371393,0.909155,0.0077972254680751,0.8365313753497968,0.0148349876906191,5569,main_run
MINIBOONE,PReLU,Main,0.9740094878880128,0.008057129917064,0.924535,0.0133879059228842,0.8654259442937411,0.0243449304422364,5571,main_run
MINIBOONE,Mish,Main,0.9667273609324172,0.0063912611679722,0.911815,0.0100243715513742,0.8414288439998255,0.0184230962072547,5569,main_run
MINIBOONE,Tanh,Main,0.9702650208668148,0.0016517053654797,0.91846,0.0029518468794976,0.8527570576222985,0.0054677797277961,5569,main_run
MINIBOONE,Sigmoid,Main,0.9664167946789458,0.003515625207077,0.91413,0.0046840794186264,0.8466060147414636,0.0079597246938483,5569,main_run
MINIBOONE,PAU,Main,0.653623885323537,0.1111690423057038,0.7200399999999999,0.0032165043136921,0.0001407211961301,0.0004221635883905,5589,main_run
MINIBOONE,Hybrid (Specialist),Main,0.9757552418460804,0.0013769998599144,0.926885,0.0021509358428367,0.8697910585140493,0.0034642869805965,5569,main_run
MINIBOONE,Unbounded Hybrid,Main,0.9751468251678708,0.0053103965521075,0.92573,0.0092439764171053,0.8679227497475098,0.0154596867168121,5571,main_run
MAGIC_TELESCOPE,Heavy (ReLU),Main,0.9326970711783028,0.0033595553060683,0.8762881177707676,0.0065088445282582,0.9083264089697244,0.0046757143107262,23001,main_run
MAGIC_TELESCOPE,ReLU,Main,0.927945094149152,0.0038927815291481,0.871713985278654,0.0040487115264307,0.9055264016675576,0.0029857159518666,3009,main_run
MAGIC_TELESCOPE,GELU,Main,0.9279413299520316,0.0036549829630629,0.870136698212408,0.0049446824477608,0.904372102338281,0.0037494231471785,3009,main_run
MAGIC_TELESCOPE,SiLU,Main,0.925917991352275,0.003948890163707,0.8688748685594112,0.0048994732943098,0.9036756350117466,0.0036715930093195,3009,main_run
MAGIC_TELESCOPE,PReLU,Main,0.92760867025634,0.0036947738346249,0.8712670872765511,0.0037270766422658,0.9052200251961584,0.0027886980056891,3011,main_run
MAGIC_TELESCOPE,Mish,Main,0.9266454616742285,0.003814807194734,0.8693217665615143,0.0046840823007963,0.9038218817134714,0.0035473588490584,3009,main_run
MAGIC_TELESCOPE,Tanh,Main,0.91011661363634,0.0047267008609235,0.8561251314405889,0.0037841195384924,0.8936860707851129,0.0029457459841695,3009,main_run
MAGIC_TELESCOPE,Sigmoid,Main,0.8854300871247643,0.0061190094364081,0.8305730809674028,0.0065364441425638,0.8752345610786852,0.0050931693936805,3009,main_run
MAGIC_TELESCOPE,PAU,Main,0.8014442748724881,0.0749349840255172,0.7651419558359621,0.0450434758665382,0.8317230661390574,0.0263308492306076,3029,main_run
MAGIC_TELESCOPE,Hybrid (Specialist),Main,0.9098883423102871,0.0042126769506623,0.8563880126182966,0.0048387992178262,0.8942649273208563,0.0037494233245485,3009,main_run
MAGIC_TELESCOPE,Unbounded Hybrid,Main,0.928924909110331,0.0037806451547626,0.871608832807571,0.0045062465483104,0.9051068913797102,0.0034604448157275,3011,main_run
PHONEME,Heavy (ReLU),Main,0.9165249013882816,0.0090750958935396,0.8477335800185013,0.0083993039502802,0.7364572410367889,0.018682349212221,22001,main_run
PHONEME,ReLU,Main,0.8918357630469449,0.0096316179137,0.8112858464384829,0.0120756106361374,0.6876067416933243,0.0217679399775762,2689,main_run
PHONEME,GELU,Main,0.8917896774744174,0.010231162639134,0.8076780758556893,0.0112497717373614,0.6870185661641386,0.0198827019758866,2689,main_run
PHONEME,SiLU,Main,0.8794239230087214,0.0115171943319874,0.7961147086031453,0.0111715294279004,0.6679990659812045,0.0216130914847835,2689,main_run
PHONEME,PReLU,Main,0.880165542180005,0.0098973286096287,0.7982423681776134,0.0112269279915666,0.6674844219189785,0.0233066158055207,2691,main_run
PHONEME,Mish,Main,0.8833913198825991,0.0110091318670211,0.8006475485661426,0.0095084353230584,0.6773010336367886,0.0174974114765535,2689,main_run
PHONEME,Tanh,Main,0.8503676683897154,0.0083823170192217,0.785753931544866,0.0085907025097087,0.638420109115078,0.0168499598829233,2689,main_run
PHONEME,Sigmoid,Main,0.8127649366239756,0.0080749450994518,0.7619796484736355,0.0119046761253662,0.5527807163146121,0.0323573428312476,2689,main_run
PHONEME,PAU,Main,0.876462093187158,0.0123250599519911,0.8083256244218315,0.0115155347416062,0.6809527246440908,0.0168054053634809,2709,main_run
PHONEME,Hybrid (Specialist),Main,0.8874985361378858,0.0093439382780348,0.8057354301572618,0.0113372904346742,0.6814403591643353,0.0193059272816939,2689,main_run
PHONEME,Unbounded Hybrid,Main,0.895000911631794,0.010279704509901,0.816096207215541,0.0136070127720236,0.6951392860954926,0.0239722857636207,2691,main_run
EEG_EYE_STATE,Heavy (ReLU),Main,0.878988024652366,0.0579511103712486,0.7961949265687583,0.0533003824079086,0.758577336920214,0.0863858125834245,23801,main_run
EEG_EYE_STATE,ReLU,Main,0.8293581476034861,0.0753004254048869,0.7488985313751669,0.0615326651035329,0.7092364596389694,0.0773579827526868,3265,main_run
EEG_EYE_STATE,GELU,Main,0.818580544006419,0.0756612341748994,0.7393524699599465,0.0601007697000116,0.6963301414966951,0.0673571090037484,3265,main_run
EEG_EYE_STATE,SiLU,Main,0.7905598396603409,0.0744928047915221,0.7117156208277704,0.0597347756058261,0.6570240249492746,0.0748550289882871,3265,main_run
EEG_EYE_STATE,PReLU,Main,0.8347330537090508,0.0819711659527434,0.7561415220293725,0.067456633585003,0.7198458089070016,0.0789491954206289,3267,main_run
EEG_EYE_STATE,Mish,Main,0.803590744311333,0.0750123514343986,0.7241989319092121,0.0611109914880595,0.6703029797191737,0.0744367783363426,3265,main_run
EEG_EYE_STATE,Tanh,Main,0.8154227439514816,0.0387628219732896,0.7294058744993325,0.0379991833353952,0.6660019027131654,0.0543124285106377,3265,main_run
EEG_EYE_STATE,Sigmoid,Main,0.6516971873385837,0.0344247882331585,0.6075767690253671,0.0245139933868813,0.4786665050158046,0.0607308633489253,3265,main_run
EEG_EYE_STATE,PAU,Main,0.5157958585371528,0.0284984822359046,0.5478638184245661,0.0089751011739697,0.0,0.0,3285,main_run
EEG_EYE_STATE,Hybrid (Specialist),Main,0.4997220696079849,0.0112315888109204,0.5382176234979973,0.0137986174743517,0.1387682800176433,0.1026433491846763,3265,main_run
EEG_EYE_STATE,Unbounded Hybrid,Main,0.6717144154769106,0.049925471656098,0.6048397863818424,0.0345744934372549,0.3691993039180722,0.1426121749536426,3267,main_run
WILT,Heavy (ReLU),Main,0.9963184370240402,0.0022038703598089,0.9884297520661156,0.0034818800715604,0.885334121760853,0.0349788163223428,22001,main_run
WILT,ReLU,Main,0.9935967595233196,0.0020221849194454,0.9680785123966942,0.0125545221697494,0.5592653971894479,0.2200556740775589,2689,main_run
WILT,GELU,Main,0.993141275789615,0.0020754475236346,0.9790289256198346,0.0036974235884655,0.7710042841892324,0.0466406541917421,2689,main_run
WILT,SiLU,Main,0.9936840043602432,0.0019661574076918,0.9818181818181818,0.0038708665279328,0.8130991225385144,0.037375255720585,2689,main_run
WILT,PReLU,Main,0.9935072165488724,0.001918026403573,0.975103305785124,0.0060669615124074,0.7026212625588826,0.0903142132841406,2691,main_run
WILT,Mish,Main,0.9941856127706646,0.0021393549622919,0.9823347107438016,0.003850133296195,0.8192390557719534,0.0415244301631552,2689,main_run
WILT,Tanh,Main,0.9925534999361564,0.0023587333291618,0.9855371900826446,0.0036083159497051,0.8628124567013987,0.0312586955325395,2689,main_run
WILT,Sigmoid,Main,0.98928411067928,0.0024254756925791,0.9463842975206612,0.0090349753735893,0.0,0.0,2689,main_run
WILT,PAU,Main,0.5838433597679304,0.0817178015321142,0.9444214876033058,0.0091096725971275,0.0,0.0,2709,main_run
WILT,Hybrid (Specialist),Main,0.5031099393650726,0.0513164061723694,0.9463842975206612,0.0090349753735893,0.0,0.0,2689,main_run
WILT,Unbounded Hybrid,Main,0.9926472991647628,0.0023586202431953,0.9727272727272728,0.0097699094359808,0.6638235782975612,0.1139671033286862,2691,main_run
HIGGS,KAN,Main,0.8261575374268542,0.0010954050150368,0.7443690000000001,0.000742582655332,0.7602610281525617,0.0013189401173574,4181,extra_methods
FOREST_COVER,KAN,Main,0.9460149911658802,0.0021616028816632,0.87203,0.0025676058887609,0.8722700417428978,0.0028151400845114,5845,extra_methods
SPAMBASE,KAN,Main,0.980472146513606,0.0031624988103555,0.935830618892508,0.0096438700090278,0.919490984319103,0.0102204436660346,6037,extra_methods
MINIBOONE,KAN,Main,0.9711428106216716,0.0047757404457678,0.91821,0.0080255467103494,0.853138757761057,0.0142627460524582,5589,extra_methods
MAGIC_TELESCOPE,KAN,Main,0.92938311345388,0.0035087560322651,0.8721083070452155,0.0053633558788388,0.9055149938253578,0.0039800574412415,3029,extra_methods
PHONEME,KAN,Main,0.8928965847339656,0.0120124440191101,0.8119333950046255,0.0120830493022587,0.6935076421468731,0.0227939183595205,2709,extra_methods
EEG_EYE_STATE,KAN,Main,0.8761744478446903,0.0331583252915199,0.7913551401869159,0.0336307010547365,0.763152503127128,0.0375707101489412,3285,extra_methods
WILT,KAN,Main,0.9953309931047084,0.0020912256733771,0.9777892561983472,0.0052523652144157,0.7450284982760366,0.0621947009271399,2709,extra_methods
HIGGS,PAU-fixed,Main,0.8270748851515423,0.0011570748084159,0.7451380000000001,0.0009847517453653,0.7618066694930101,0.001564127228644,4181,extra_methods
FOREST_COVER,PAU-fixed,Main,0.942556426624788,0.0024076089914009,0.8666050000000001,0.0040053370644678,0.8672592234444403,0.0034974318141128,5845,extra_methods
SPAMBASE,PAU-fixed,Main,0.9788838265523628,0.0046966524144326,0.934527687296417,0.0105051314826812,0.9183596602025814,0.0112334138672651,6037,extra_methods
MINIBOONE,PAU-fixed,Main,0.9768681032528076,0.001958601569333,0.92827,0.003159287894447,0.8718504012137952,0.005369269955666,5589,extra_methods
MAGIC_TELESCOPE,PAU-fixed,Main,0.929994308737933,0.0032808780861701,0.8727917981072556,0.0053092236560008,0.9058732817334704,0.003960080549442,3029,extra_methods
PHONEME,PAU-fixed,Main,0.907743504967469,0.0082973767084311,0.8352451433857541,0.0096973571931486,0.7209891796997158,0.0187939395943275,2709,extra_methods
EEG_EYE_STATE,PAU-fixed,Main,0.8759413912894644,0.0332514549953709,0.7918224299065421,0.0333982080693777,0.7570569368573674,0.0401286027476381,3285,extra_methods
WILT,PAU-fixed,Main,0.9937775405420868,0.0034623368039734,0.9784090909090908,0.0073984542437164,0.7465912388963252,0.1111874363641902,2709,extra_methods
HIGGS,NAS-AF,Main,0.8205035818274157,0.000768093687771,0.739936,0.0009582191816072,0.7565380167946394,0.0024084301551059,4163,extra_methods
FOREST_COVER,NAS-AF,Main,0.9282446789658098,0.0018802132024039,0.8483749999999999,0.0023329434198025,0.8491287078357385,0.0029631840230836,5827,extra_methods
SPAMBASE,NAS-AF,Main,0.9798830641778448,0.0044042808619079,0.937459283387622,0.0102684824473718,0.9213005307865484,0.0112724973329396,6019,extra_methods
MINIBOONE,NAS-AF,Main,0.9678607564859564,0.0044096184215774,0.91291,0.0072566452304077,0.844033073059545,0.0138131461008174,5571,extra_methods
MAGIC_TELESCOPE,NAS-AF,Main,0.9274613859164704,0.0037638435215379,0.8700052576235542,0.004631858929732,0.9043161969092952,0.0034623081017542,3011,extra_methods
PHONEME,NAS-AF,Main,0.8833124637041608,0.0115292833100018,0.8007400555041627,0.0109314865840684,0.6760271154369029,0.0198967393296913,2691,extra_methods
EEG_EYE_STATE,NAS-AF,Main,0.8128536741572286,0.0767583858691988,0.7351468624833111,0.062980405498623,0.6903558068677516,0.0717238235152344,3267,extra_methods
WILT,NAS-AF,Main,0.993836225306592,0.0020534013887046,0.980888429752066,0.0043154129285548,0.7993835444575209,0.04412059173787,2691,extra_methods
